club_name_x,player_name,club_involved_name,fee_cleaned,league_name,year,age,position,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,height_cm,weight_kg,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,search_volume_sv
PEC Zwolle,Mateusz Klich,VfL Wolfsburg,0.675,Eredivisie,2014,30.0,Midfielder,2469.0,1368.0,1101.0,Poland,30.0,16.0,14.0,4.0,2.0,2.0,7.0,7.0,0.0,0.0,1.0,4.0,3.0,1.0,36.0,16.0,20.0,3.0,0.0,0.4,0.26,0.15,0.13,0.16,617.0,1.31,69.0,82.0,823.0,353.0,0.11,126.0,33.0,-1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42000.0
PEC Zwolle,Mateusz Klich,VfL Wolfsburg,0.675,Eredivisie,2014,30.0,Midfielder,2469.0,1368.0,1101.0,Poland,30.0,16.0,14.0,4.0,2.0,2.0,7.0,7.0,0.0,0.0,1.0,4.0,3.0,1.0,36.0,16.0,20.0,3.0,0.0,0.4,0.26,0.15,0.13,0.16,617.0,1.31,69.0,82.0,823.0,353.0,0.11,126.0,33.0,-1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42000.0
SC Cambuur-Leeuwarden,Martijn van der Laan,FC Groningen,0.414,Eredivisie,2014,32.0,Defender,2710.0,1425.0,1285.0,Netherlands,31.0,16.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,5.0,2.0,37.0,16.0,21.0,8.0,1.0,0.03,0.03,0.0,0.0,0.0,0.0,1.23,73.0,87.0,301.0,2710.0,0.3,324.0,229.0,35.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0
Go Ahead Eagles Deventer,Jarchinio Antonia,FC Groningen,0.23399999999999999,Eredivisie,2014,30.0,Forward,2651.0,1311.0,1340.0,Curaçao,33.0,16.0,17.0,9.0,6.0,3.0,6.0,1.0,5.0,0.0,0.0,2.0,2.0,0.0,49.0,20.0,29.0,5.0,1.0,0.51,0.2,0.31,0.41,0.2,295.0,1.66,54.0,80.0,442.0,442.0,0.2,61.0,65.0,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0
SBV Excelsior Rotterdam,Lars Veldwijk,Nottm Forest,0.54,Eredivisie,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000.0
Ajax Amsterdam,Stefano Denswil,Club Brugge,1.08,Eredivisie,2014,27.0,Defender,1350.0,654.0,696.0,Netherlands,17.0,9.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,3.0,10.0,2.0,8.0,1.0,0.0,0.07,0.0,0.07,0.14,0.0,1350.0,0.67,135.0,79.0,1350.0,0.0,0.07,198.0,244.0,4.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0
Twente Enschede FC,Rasmus Bengtsson,Malmö FF,0.099,Eredivisie,2014,34.0,Defender,2352.0,1203.0,1149.0,Sweden,28.0,15.0,13.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,4.0,3.0,30.0,14.0,16.0,8.0,1.0,0.19,0.04,0.15,0.22,0.08,588.0,1.15,78.0,84.0,261.0,2352.0,0.34,121.0,205.0,28.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0
SC Heerenveen,Daley Sinkgraven,Ajax,6.3,Eredivisie,2014,25.0,Midfielder,634.0,252.0,382.0,Netherlands,17.0,9.0,8.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,7.0,5.0,2.0,8.0,1.0,7.0,1.0,0.0,0.57,0.57,0.0,0.0,0.0,0.0,1.14,79.0,37.0,634.0,159.0,0.14,273.0,4.0,-1.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900.0
Ajax Amsterdam,Christian Eriksen,Spurs,12.74,Eredivisie,2013,29.0,Midfielder,2893.0,1392.0,1501.0,Denmark,33.0,16.0,17.0,10.0,4.0,6.0,13.0,7.0,6.0,0.0,0.0,15.0,9.0,6.0,27.0,8.0,19.0,0.0,0.0,0.72,0.4,0.31,0.26,0.36,289.0,0.84,107.0,88.0,0.0,223.0,0.0,56.0,13.0,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240000.0
Ajax Amsterdam,Toby Alderweireld,Atlético Madrid,6.3,Eredivisie,2013,32.0,Defender,2861.0,1426.0,1435.0,Belgium,33.0,16.0,17.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,14.0,8.0,6.0,27.0,10.0,17.0,2.0,0.0,0.13,0.06,0.06,0.0,0.13,1431.0,0.85,106.0,87.0,1431.0,1431.0,0.06,183.0,168.0,10.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81000.0
Ajax Amsterdam,Derk Boerrigter,Celtic,2.25,Eredivisie,2013,34.0,Midfielder,1553.0,719.0,834.0,Netherlands,30.0,15.0,15.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,0.0,14.0,9.0,5.0,8.0,1.0,7.0,2.0,0.0,0.46,0.17,0.29,0.38,0.22,311.0,0.46,194.0,52.0,777.0,518.0,0.12,60.0,64.0,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0
Ajax Amsterdam,Dico Koppers,Twente FC,0.72,Eredivisie,2013,29.0,Defender,1143.0,570.0,573.0,Netherlands,14.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,11.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,42.0,82.0,572.0,0.0,0.16,230.0,248.0,130.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0
PSV Eindhoven,Kevin Strootman,AS Roma,15.75,Eredivisie,2013,31.0,Midfielder,2820.0,1396.0,1424.0,Netherlands,32.0,16.0,16.0,5.0,4.0,1.0,11.0,4.0,7.0,0.0,0.0,8.0,7.0,1.0,39.0,16.0,23.0,6.0,0.0,0.51,0.35,0.16,0.26,0.06,564.0,1.24,72.0,88.0,470.0,256.0,0.19,101.0,18.0,-1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000.0
PSV Eindhoven,Dries Mertens,SSC Napoli,8.53,Eredivisie,2013,34.0,Forward,2345.0,1385.0,960.0,Belgium,29.0,16.0,13.0,16.0,7.0,9.0,17.0,13.0,4.0,4.0,0.0,8.0,7.0,1.0,31.0,17.0,14.0,2.0,0.0,1.27,0.65,0.61,0.45,0.84,147.0,1.19,76.0,81.0,1173.0,138.0,0.08,12.0,3.0,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111000.0
PSV Eindhoven,Jeremain Lens,Dynamo Kyiv,8.1,Eredivisie,2013,33.0,Midfielder,2512.0,1166.0,1346.0,Netherlands,30.0,15.0,15.0,15.0,8.0,7.0,10.0,7.0,3.0,0.0,1.0,7.0,6.0,1.0,35.0,15.0,20.0,6.0,0.0,0.9,0.36,0.54,0.62,0.47,167.0,1.25,72.0,84.0,419.0,251.0,0.21,18.0,17.0,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19000.0
PSV Eindhoven,Erik Pieters,Stoke City,3.24,Eredivisie,2013,32.0,Defender,84.0,84.0,0.0,Netherlands,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,21.0,42.0,42.0,0.0,2.14,-1.0,-1.0,-1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200.0
PSV Eindhoven,Marcelo,Hannover 96,2.48,Eredivisie,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
Vitesse Arnhem,Wilfried Bony,Swansea,14.4,Eredivisie,2013,32.0,Forward,2647.0,1436.0,1211.0,Côte d'Ivoire,30.0,16.0,14.0,31.0,17.0,14.0,8.0,1.0,7.0,4.0,1.0,13.0,6.0,7.0,29.0,15.0,14.0,4.0,0.0,1.33,0.27,1.05,1.07,1.04,85.0,0.99,91.0,88.0,662.0,331.0,0.14,1.0,30.0,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000.0
Vitesse Arnhem,Marco van Ginkel,Chelsea,8.46,Eredivisie,2013,28.0,Midfielder,2956.0,1516.0,1440.0,Netherlands,33.0,17.0,16.0,8.0,3.0,5.0,8.0,3.0,5.0,0.0,0.0,13.0,6.0,7.0,37.0,17.0,20.0,4.0,0.0,0.49,0.24,0.24,0.18,0.31,370.0,1.13,80.0,90.0,739.0,370.0,0.12,72.0,37.0,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000.0
FC Utrecht,Mike van der Hoorn,Ajax,3.42,Eredivisie,2013,28.0,Defender,3073.0,1512.0,1561.0,Netherlands,35.0,17.0,18.0,4.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,12.0,8.0,4.0,38.0,11.0,27.0,2.0,0.0,0.18,0.06,0.12,0.06,0.17,768.0,1.11,81.0,88.0,1537.0,1537.0,0.06,134.0,178.0,28.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0
FC Utrecht,Nana Asare,KAA Gent,0.81,Eredivisie,2013,35.0,Defender,2535.0,1131.0,1404.0,Ghana,33.0,15.0,18.0,3.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,9.0,5.0,4.0,34.0,10.0,24.0,4.0,1.0,0.25,0.14,0.11,0.08,0.13,845.0,1.21,75.0,77.0,634.0,634.0,0.14,138.0,86.0,36.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0
Twente Enschede FC,Nacer Chadli,Spurs,7.34,Eredivisie,2013,32.0,Midfielder,2065.0,959.0,1106.0,Belgium,26.0,12.0,14.0,12.0,9.0,3.0,5.0,4.0,1.0,0.0,0.0,11.0,5.0,6.0,20.0,8.0,12.0,1.0,0.0,0.74,0.22,0.52,0.84,0.24,172.0,0.87,103.0,79.0,2065.0,413.0,0.04,22.0,41.0,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000.0
Twente Enschede FC,Leroy Fer,Norwich,4.95,Eredivisie,2013,31.0,Midfielder,2537.0,1397.0,1140.0,Netherlands,30.0,16.0,14.0,5.0,1.0,4.0,5.0,3.0,2.0,2.0,0.0,9.0,4.0,5.0,30.0,18.0,12.0,5.0,0.0,0.35,0.18,0.18,0.06,0.32,507.0,1.06,85.0,85.0,507.0,507.0,0.18,93.0,60.0,-1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000.0
Twente Enschede FC,Joshua John,Nordsjaelland,0.495,Eredivisie,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0
Twente Enschede FC,Nikolay Mihaylov,Hellas Verona,0.45,Eredivisie,2013,33.0,Goalkeeper,2340.0,1170.0,1170.0,Bulgaria,26.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,5.0,21.0,10.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,111.0,90.0,2340.0,0.0,0.04,329.0,332.0,7.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0
FC Groningen,Virgil van Dijk,Celtic,2.48,Eredivisie,2013,30.0,Defender,2961.0,1521.0,1440.0,Netherlands,34.0,18.0,16.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,7.0,3.0,4.0,46.0,21.0,25.0,7.0,1.0,0.15,0.09,0.06,0.06,0.06,1481.0,1.4,64.0,87.0,370.0,987.0,0.24,184.0,133.0,55.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445000.0
FC Groningen,Leandro Bacuna,Aston Villa,1.26,Eredivisie,2013,29.0,Midfielder,2651.0,1236.0,1415.0,Curaçao,35.0,17.0,18.0,5.0,2.0,3.0,1.0,0.0,1.0,3.0,0.0,8.0,3.0,5.0,48.0,21.0,27.0,7.0,1.0,0.2,0.03,0.17,0.15,0.19,530.0,1.63,55.0,76.0,331.0,2651.0,0.27,99.0,207.0,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0
SC Heerenveen,Filip Djuricic,Benfica,7.2,Eredivisie,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800.0
SC Heerenveen,Jeffrey Gouweleeuw,AZ Alkmaar,1.35,Eredivisie,2013,30.0,Defender,2546.0,1187.0,1359.0,Netherlands,32.0,15.0,17.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,5.0,3.0,2.0,44.0,18.0,26.0,10.0,1.0,0.14,0.11,0.04,0.08,0.0,2546.0,1.56,58.0,80.0,231.0,849.0,0.39,199.0,119.0,74.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0
AZ Alkmaar,Jozy Altidore,Sunderland,9.0,Eredivisie,2013,31.0,Forward,2834.0,1365.0,1469.0,USA,33.0,16.0,17.0,23.0,13.0,10.0,4.0,2.0,2.0,2.0,0.0,6.0,5.0,1.0,45.0,18.0,27.0,6.0,1.0,0.86,0.13,0.73,0.86,0.61,123.0,1.43,63.0,86.0,472.0,709.0,0.19,7.0,98.0,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23000.0
AZ Alkmaar,Adam Maher,PSV Eindhoven,7.2,Eredivisie,2013,28.0,Midfielder,2684.0,1417.0,1267.0,Netherlands,31.0,16.0,15.0,7.0,2.0,5.0,5.0,4.0,1.0,0.0,0.0,6.0,5.0,1.0,41.0,20.0,21.0,4.0,1.0,0.4,0.17,0.23,0.13,0.36,383.0,1.37,65.0,87.0,537.0,537.0,0.17,77.0,67.0,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0
PEC Zwolle,Youness Mokhtar,Twente FC,0.585,Eredivisie,2013,29.0,Forward,2581.0,1381.0,1200.0,Morocco,32.0,16.0,16.0,6.0,4.0,2.0,6.0,4.0,2.0,0.0,0.0,5.0,3.0,2.0,45.0,25.0,20.0,4.0,0.0,0.42,0.21,0.21,0.26,0.15,430.0,1.57,57.0,81.0,645.0,430.0,0.14,86.0,46.0,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.0
Heracles Almelo,Lerin Duarte,Ajax,2.7,Eredivisie,2013,30.0,Midfielder,2501.0,1203.0,1298.0,Netherlands,30.0,15.0,15.0,6.0,6.0,0.0,5.0,3.0,2.0,0.0,0.0,3.0,1.0,2.0,52.0,26.0,26.0,5.0,0.0,0.4,0.18,0.22,0.45,0.0,417.0,1.87,48.0,83.0,500.0,500.0,0.18,78.0,61.0,-1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0
NAC Breda,Nemanja Gudelj,AZ Alkmaar,2.7,Eredivisie,2013,29.0,Midfielder,3060.0,1530.0,1530.0,Serbia,34.0,17.0,17.0,5.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,4.0,3.0,54.0,27.0,27.0,4.0,0.0,0.18,0.03,0.15,0.24,0.06,612.0,1.59,57.0,90.0,765.0,3060.0,0.12,111.0,201.0,-1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9300.0
NAC Breda,Eric Botteghin,FC Groningen,0.585,Eredivisie,2013,33.0,Defender,2848.0,1408.0,1440.0,Brazil,32.0,16.0,16.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,53.0,26.0,27.0,7.0,1.0,0.13,0.03,0.09,0.13,0.06,949.0,1.67,54.0,89.0,407.0,2848.0,0.22,152.0,202.0,88.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0
RKC Waalwijk,Cuco Martina,Twente FC,0.315,Eredivisie,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400.0
RKC Waalwijk,Florian Jozefzoon,PSV Eindhoven,0.248,Eredivisie,2013,30.0,Forward,2903.0,1446.0,1457.0,Netherlands,34.0,17.0,17.0,7.0,3.0,4.0,5.0,3.0,2.0,0.0,0.0,7.0,5.0,2.0,44.0,17.0,27.0,2.0,0.0,0.37,0.16,0.22,0.19,0.25,415.0,1.36,66.0,85.0,1452.0,581.0,0.06,79.0,72.0,-1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.0
NEC Nijmegen,Melvin Platje,Neftchi Baku,0.18,Eredivisie,2013,32.0,Forward,2249.0,1164.0,1085.0,Netherlands,33.0,17.0,16.0,9.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,46.0,23.0,23.0,1.0,0.0,0.36,0.0,0.36,0.15,0.58,250.0,1.84,49.0,68.0,2249.0,0.0,0.04,48.0,315.0,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.0
Roda JC Kerkrade,Sanharib Malki,Kasimpasa,1.35,Eredivisie,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0
Ajax Amsterdam,Eyong Enoh,Antalyaspor,0.09,Eredivisie,2013,35.0,Midfielder,104.0,13.0,91.0,Cameroon,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,52.0,35.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0
PSV Eindhoven,Ola Toivonen,Stade Rennais,2.25,Eredivisie,2013,35.0,Forward,1272.0,685.0,587.0,Sweden,17.0,9.0,8.0,8.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,6.0,5.0,1.0,15.0,8.0,7.0,1.0,0.0,0.71,0.14,0.57,0.53,0.61,159.0,1.06,85.0,75.0,1272.0,636.0,0.07,14.0,92.0,-1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000.0
Vitesse Arnhem,Giorgi Chanturia,CFR Cluj,0.9,Eredivisie,2013,28.0,Midfielder,78.0,78.0,0.0,Georgia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,39.0,78.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0
FC Groningen,David Texeira,FC Dallas,0.21600000000000003,Eredivisie,2013,33.0,Defender,2773.0,1260.0,1513.0,Netherlands,31.0,14.0,17.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,29.0,13.0,16.0,4.0,0.0,0.1,0.0,0.1,0.14,0.06,924.0,0.94,96.0,89.0,693.0,0.0,0.13,143.0,334.0,14.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0
SC Heerenveen,Magnus Wolff Eikrem,Cardiff,2.25,Eredivisie,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0
